gender,age,have_you_recently_experienced_stress_in_your_life,have_you_noticed_a_rapid_heartbeat_or_palpitations,have_you_been_dealing_with_anxiety_or_tension_recently,do_you_face_any_sleep_problems_or_difficulties_falling_asleep,have_you_been_dealing_with_anxiety_or_tension_recently_1,have_you_been_getting_headaches_more_often_than_usual,do_you_get_irritated_easily,do_you_have_trouble_concentrating_on_your_academic_tasks,have_you_been_feeling_sadness_or_low_mood,have_you_been_experiencing_any_illness_or_health_issues,do_you_often_feel_lonely_or_isolated,do_you_feel_overwhelmed_with_your_academic_workload,"are_you_in_competition_with_your_peers,_and_does_it_affect_you",do_you_find_that_your_relationship_often_causes_you_stress,are_you_facing_any_difficulties_with_your_professors_or_instructors,is_your_working_environment_unpleasant_or_stressful,do_you_struggle_to_find_time_for_relaxation_and_leisure_activities,is_your_hostel_or_home_environment_causing_you_difficulties,do_you_lack_confidence_in_your_academic_performance,do_you_lack_confidence_in_your_choice_of_academic_subjects,academic_and_extracurricular_activities_conflicting_for_you,do_you_attend_classes_regularly,have_you_gained_lost_weight,which_type_of_stress_do_you_primarily_experience,total_score,stress_type
0,18,4,3,1,3,2,3,2,1,2,3,1,3,3,2,3,2,2,2,2,2,3,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,49,2
0,19,2,1,2,1,4,2,3,1,2,2,3,1,1,3,2,3,2,2,3,3,2,2,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,45,2
0,18,4,3,2,3,3,2,3,1,2,3,2,2,2,3,2,2,3,2,1,2,3,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,50,2
0,19,3,3,1,2,2,2,3,1,2,3,2,1,2,1,2,2,3,3,3,2,2,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,45,2
0,18,4,4,3,4,3,3,5,2,2,3,1,1,1,2,3,2,3,1,1,2,3,5,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,53,2
1,18,2,4,1,2,2,3,2,3,5,2,2,2,1,1,3,2,3,3,1,1,2,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,47,2
0,17,4,4,3,5,1,2,2,1,1,2,1,1,3,2,1,2,2,1,1,2,2,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,43,2
0,18,5,4,1,3,3,3,2,3,2,3,3,1,1,1,1,1,2,1,1,2,2,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,45,2
0,17,3,2,1,2,2,2,3,1,2,2,3,1,3,2,5,3,2,3,1,3,2,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,48,2
0,18,3,2,1,4,3,3,1,2,1,2,2,3,1,1,2,3,3,2,1,2,3,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,45,2
1,18,3,3,1,2,3,2,3,2,3,3,2,1,3,3,3,4,1,2,4,1,2,1,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,51,2
0,19,3,4,1,2,2,1,2,1,1,1,1,4,1,1,1,2,3,1,3,3,2,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,40,2
1,19,5,5,5,5,2,3,2,3,2,3,2,1,3,2,1,2,2,3,1,1,3,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,56,2
1,19,3,3,2,2,3,3,2,2,3,4,2,3,4,2,1,2,3,2,2,2,3,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,53,2
0,18,1,1,1,1,1,1,1,1,2,2,2,1,3,2,1,2,3,2,1,2,1,1,2,No Stress - Currently experiencing minimal to no stress.,32,1
0,19,5,5,4,5,2,2,2,1,2,2,2,4,2,3,2,2,3,1,1,1,2,3,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,53,2
1,19,2,2,1,2,2,3,5,4,5,2,2,4,1,4,5,4,2,2,2,1,1,1,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,56,2
0,18,3,2,4,4,5,2,1,5,5,5,3,1,1,1,5,1,2,1,1,3,2,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,57,2
0,17,1,1,1,1,1,1,5,3,3,1,4,5,5,5,5,3,3,3,1,1,1,2,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,54,2
0,19,4,3,2,3,4,2,5,3,2,4,4,3,2,2,2,3,2,3,1,3,2,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,59,2
0,18,4,4,2,4,1,1,3,2,3,1,4,4,4,4,4,4,2,2,3,1,1,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,58,2
0,19,2,1,1,1,5,5,4,5,4,5,5,4,2,1,4,4,3,2,1,3,3,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,65,3
0,21,4,4,2,3,3,2,5,3,4,3,5,5,5,5,5,5,1,1,4,1,1,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,71,3
0,20,4,3,2,4,4,2,4,4,4,4,1,2,1,1,2,4,3,2,1,3,2,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,57,2
0,20,5,4,2,3,4,1,3,2,5,4,4,2,1,2,3,4,4,2,3,4,2,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,64,3
1,21,4,5,3,4,5,5,5,5,5,5,2,2,3,1,3,3,2,2,1,3,2,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,70,3
0,20,2,3,2,1,2,1,1,2,1,2,1,2,3,4,4,3,3,5,4,3,4,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,53,2
0,20,4,3,2,4,2,5,1,3,4,2,3,3,4,2,1,3,5,2,1,1,3,5,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.,58,2
0,20,5,4,5,5,2,3,1,3,2,2,5,3,4,3,4,4,5,5,1,5,5,5,1,Distress (Negative Stress) - Stress that causes anxiety and impairs well-being.,76,3
0,21,5,4,3,5,2,5,5,5,2,3,2,3,2,3,2,1,3,1,3,3,5,4,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,67,3
0,20,5,4,2,5,3,3,2,2,3,3,2,2,3,4,2,3,2,4,1,4,5,4,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,64,3
0,21,2,1,1,1,3,1,1,1,1,1,1,1,2,2,2,1,3,1,1,1,5,1,1,No Stress - Currently experiencing minimal to no stress.,33,1
0,19,4,5,5,4,4,5,4,5,2,2,2,1,2,2,2,4,4,5,5,5,5,3,5,Distress (Negative Stress) - Stress that causes anxiety and impairs well-being.,77,3
0,21,2,1,1,2,5,2,1,2,2,3,5,4,5,2,2,4,4,3,2,2,2,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,56,2
0,20,4,4,4,4,3,2,4,4,5,2,1,5,5,5,3,1,4,4,4,4,4,4,3,Distress (Negative Stress) - Stress that causes anxiety and impairs well-being.,76,3
0,20,4,2,2,3,4,1,1,1,1,1,5,3,3,1,4,5,5,4,2,1,4,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,57,2
0,21,5,5,5,5,5,3,2,3,4,2,5,3,2,4,4,3,5,5,5,5,5,5,5,Distress (Negative Stress) - Stress that causes anxiety and impairs well-being.,85,3
1,21,3,3,1,2,2,4,2,4,1,1,3,2,3,1,4,4,1,2,1,1,2,4,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,47,2
1,21,5,5,5,5,1,1,1,1,5,5,4,5,4,5,5,4,4,2,1,2,3,4,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,73,3
0,22,2,1,2,3,1,4,2,3,3,2,5,3,4,3,5,5,2,2,3,1,3,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,59,2
0,20,4,4,3,4,1,3,2,4,4,2,4,4,4,4,1,2,1,2,3,4,4,3,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.,64,3
0,22,2,3,1,2,3,4,2,3,4,1,3,2,5,4,4,2,3,3,4,2,1,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,58,2
1,20,4,4,4,5,4,5,3,4,5,5,5,5,5,5,2,2,5,3,4,3,4,4,3,Distress (Negative Stress) - Stress that causes anxiety and impairs well-being.,86,3
0,20,3,2,2,2,4,3,2,1,2,1,1,2,1,2,1,2,2,4,3,3,2,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,45,2
0,20,2,3,3,3,4,3,2,4,2,5,1,3,4,2,3,3,3,3,3,3,3,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,62,3
1,21,1,1,1,2,1,4,5,5,2,3,1,3,2,2,5,3,3,1,1,1,5,4,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,52,2
0,21,3,2,1,3,2,4,3,5,2,1,3,4,1,2,2,4,3,1,3,2,2,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,53,2
0,20,4,4,2,5,3,4,2,5,3,4,2,3,3,3,3,3,3,3,3,3,4,4,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.,69,3
1,20,3,4,2,5,1,2,1,2,2,3,1,5,1,2,3,1,4,1,2,1,3,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,49,2
1,20,2,3,2,1,1,1,1,4,2,1,2,1,2,4,3,2,1,1,3,2,1,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,40,2
0,20,5,4,2,2,1,3,4,2,3,2,3,4,5,2,2,2,2,1,4,1,1,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,55,2
0,20,3,4,3,2,2,3,4,3,5,2,4,1,2,3,1,1,2,1,2,1,1,5,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,50,2
1,20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,63,3
0,20,3,4,3,4,1,2,4,3,3,1,3,4,4,3,1,2,3,2,3,2,3,4,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.,58,2
1,20,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2,3,1,2,5,2,No Stress - Currently experiencing minimal to no stress.,32,1
0,20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Distress (Negative Stress) - Stress that causes anxiety and impairs well-being.,105,3
1,20,3,2,1,1,1,2,2,3,2,2,2,1,2,3,1,1,2,1,2,1,2,1,1,No Stress - Currently experiencing minimal to no stress.,37,2
0,21,3,4,2,3,2,2,2,1,2,3,1,1,2,1,2,1,2,1,2,3,3,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,43,2
0,19,2,1,2,2,2,5,2,2,2,2,2,1,2,2,2,3,3,1,1,1,3,5,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,43,2
0,20,5,3,2,2,2,1,2,5,3,2,3,2,2,2,1,1,3,5,2,1,3,3,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,52,2
1,20,3,4,2,2,2,2,2,3,4,2,4,2,2,2,2,1,3,3,2,2,2,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,51,2
0,18,3,2,2,2,2,2,3,3,1,2,3,2,2,2,2,2,2,2,2,2,2,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,45,2
0,20,5,2,2,2,3,3,2,2,1,2,1,2,2,3,2,2,2,1,1,1,2,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,43,2
1,19,4,4,3,3,2,3,3,2,2,3,4,3,4,4,3,3,2,2,2,3,2,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,61,3
0,18,3,2,1,4,2,2,4,4,4,2,1,2,1,1,2,1,5,1,1,1,3,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,47,2
0,19,4,5,4,1,2,2,2,2,1,1,3,2,3,1,2,2,5,4,3,4,4,2,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,57,2
1,18,1,1,4,4,4,4,2,3,1,1,1,1,5,4,1,1,5,1,2,1,1,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,48,2
1,19,3,4,1,1,2,2,5,4,3,1,1,2,1,3,1,2,5,3,2,3,1,1,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,50,2
0,18,3,4,2,1,5,4,3,3,4,4,3,3,2,3,3,3,2,1,1,5,4,4,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,63,3
0,20,1,2,2,4,1,1,4,3,3,1,3,3,1,1,2,1,5,1,2,1,3,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,45,2
1,19,2,3,3,1,2,1,4,4,2,4,3,2,3,1,2,2,3,4,1,1,3,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,51,2
0,19,2,2,2,1,2,2,5,4,3,4,3,2,2,4,1,1,1,2,3,2,4,1,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,52,2
1,18,5,5,3,1,4,3,3,2,1,1,1,2,5,1,1,1,1,2,1,1,5,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,49,2
1,19,1,1,2,2,2,2,3,2,4,3,3,2,4,4,4,2,2,3,4,2,3,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,55,2
1,19,3,4,1,2,2,1,3,4,4,1,3,3,2,1,1,1,1,2,3,3,2,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,47,2
1,19,3,4,2,3,3,4,3,2,1,2,5,4,3,1,2,2,3,2,1,2,3,5,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,55,2
1,21,4,4,4,1,4,4,4,4,2,2,3,2,3,4,2,5,2,2,3,5,3,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,67,3
0,19,3,2,2,3,3,1,5,4,2,1,3,2,3,1,2,2,3,4,3,3,4,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,56,2
0,19,4,4,4,2,5,5,4,3,3,5,3,3,3,1,2,3,2,1,1,2,1,5,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,61,3
0,14,2,2,1,1,1,1,3,4,2,1,2,1,2,1,1,1,1,2,1,1,4,1,1,No Stress - Currently experiencing minimal to no stress.,35,1
1,19,2,3,1,1,3,4,4,4,3,4,1,2,3,2,3,4,3,2,3,2,3,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,57,2
1,19,5,4,3,1,3,1,1,1,2,3,3,2,3,2,3,3,2,3,3,3,3,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,54,2
1,17,3,3,4,4,3,4,5,2,1,4,4,4,3,3,2,2,3,2,2,3,4,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,65,3
1,20,4,3,3,1,3,4,4,4,2,1,2,2,2,1,1,1,1,3,2,1,2,2,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,47,2
0,21,4,4,2,4,5,5,4,5,4,4,4,4,4,3,4,3,4,4,3,3,2,5,2,Distress (Negative Stress) - Stress that causes anxiety and impairs well-being.,79,3
0,19,5,4,3,4,3,1,2,1,4,2,4,3,1,2,3,1,4,1,1,1,1,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,51,2
0,36,3,2,1,1,3,5,4,5,5,3,4,4,4,4,2,2,2,2,3,4,3,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,66,3
0,21,3,2,4,3,3,2,1,5,2,3,2,1,2,2,2,2,1,4,3,1,1,3,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.,49,2
0,21,3,4,4,1,2,3,4,4,4,4,5,4,5,5,1,1,3,1,1,2,3,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,64,3
0,19,3,2,1,2,2,1,1,1,2,1,2,4,1,1,5,5,2,4,3,2,3,5,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,48,2
0,19,4,4,2,2,1,3,2,2,3,3,4,3,2,2,1,1,1,1,1,1,4,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,47,2
1,20,5,4,2,1,2,3,2,3,4,4,1,4,4,1,1,1,1,2,2,2,1,3,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,50,2
1,19,4,3,3,5,2,1,1,2,2,2,1,1,1,1,3,1,2,1,1,1,3,3,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.,41,2
1,19,3,4,2,1,1,3,2,4,2,3,5,2,1,5,4,2,1,1,5,3,1,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,55,2
1,19,4,4,3,4,2,2,2,3,4,5,5,5,4,5,4,3,1,2,3,5,2,2,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,72,3
1,20,1,1,2,3,4,3,2,3,4,5,1,1,3,2,2,1,2,3,3,3,4,3,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,53,2
0,22,5,2,2,2,3,2,3,3,4,5,3,2,3,1,2,1,5,5,5,4,5,5,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,67,3
0,19,4,4,2,2,2,2,2,2,1,2,2,4,4,2,3,4,3,4,2,2,3,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,56,2
0,19,4,5,4,2,5,3,2,3,2,2,2,1,3,1,2,3,2,2,2,2,1,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,53,2
0,19,3,2,2,2,3,4,2,4,2,2,2,5,5,1,5,5,5,5,5,5,5,5,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,74,3
0,18,4,2,5,3,3,1,2,3,2,2,2,2,1,4,3,3,1,3,3,1,3,5,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,53,2
0,28,2,2,1,2,2,1,2,1,2,2,3,3,1,4,4,2,4,3,2,3,4,5,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,50,2
1,19,3,4,2,3,2,2,3,4,3,4,4,1,2,2,3,4,1,1,3,2,2,5,5,Eustress (Positive Stress) - Stress that motivates and enhances performance.,55,2
0,20,4,3,2,4,4,4,2,1,2,1,1,4,1,1,1,2,3,2,4,1,5,1,5,Eustress (Positive Stress) - Stress that motivates and enhances performance.,52,2
0,20,4,4,4,2,2,1,1,3,2,3,1,1,1,1,1,2,1,1,5,1,1,3,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.,42,2
0,19,5,5,2,2,3,1,1,1,1,5,4,4,4,2,2,3,4,2,3,2,5,5,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,61,3
0,19,4,3,2,5,4,3,1,1,2,1,3,1,1,1,1,2,3,3,2,3,4,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,50,2
0,21,4,2,3,3,3,4,4,3,3,2,3,1,2,2,3,2,1,2,3,5,5,4,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,60,2
0,41,2,1,4,4,3,3,1,3,3,1,1,4,2,5,2,2,3,5,3,4,2,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,58,2
0,18,3,3,3,4,4,2,4,3,2,3,1,1,2,2,3,4,3,3,4,2,5,5,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,61,3
0,21,2,2,5,5,4,3,4,3,2,2,4,1,2,3,2,1,1,2,1,5,1,4,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,55,2
0,32,4,3,1,3,2,1,1,1,2,5,1,1,1,1,1,2,1,1,4,1,3,2,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.,40,2
0,20,3,2,3,3,2,4,3,3,2,4,4,2,3,4,3,2,3,2,3,3,4,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,62,3
0,21,4,2,3,3,4,4,1,3,3,2,1,2,3,3,2,3,3,3,3,3,4,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,59,2
1,19,2,2,3,3,2,1,2,5,4,3,1,3,2,2,3,2,2,3,4,3,2,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,54,2
1,19,2,2,3,4,4,2,2,3,2,3,4,1,1,1,1,3,2,1,2,2,2,5,5,Eustress (Positive Stress) - Stress that motivates and enhances performance.,47,2
0,19,5,5,5,5,4,2,1,3,2,3,1,3,4,3,4,4,3,3,2,5,5,3,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,72,3
0,20,3,2,3,4,3,3,5,3,3,3,1,2,3,1,4,1,1,1,1,3,2,5,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,52,2
0,19,4,3,3,3,4,2,1,2,1,2,1,4,2,2,2,2,3,4,3,3,5,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,56,2
1,18,3,2,3,4,4,3,4,1,2,3,2,2,2,2,1,4,3,1,1,3,4,5,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,54,2
0,18,3,4,2,1,1,2,3,3,2,3,2,5,1,1,3,1,1,2,3,4,3,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,50,2
0,37,3,2,2,5,2,1,4,4,4,3,3,1,5,5,2,4,3,2,3,5,4,3,5,Eustress (Positive Stress) - Stress that motivates and enhances performance.,67,3
1,15,2,1,1,4,4,2,1,2,2,2,1,2,1,1,1,1,1,1,4,3,1,3,1,No Stress - Currently experiencing minimal to no stress.,38,2
0,19,4,5,2,4,5,4,4,4,4,4,3,1,1,1,1,2,2,2,1,3,4,5,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,61,3
0,21,5,4,2,2,1,4,2,4,3,1,2,1,3,1,2,1,1,1,3,3,4,4,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.,50,2
1,21,3,2,1,4,5,5,3,4,4,4,4,5,4,2,1,1,5,3,1,3,2,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,66,3
1,21,2,1,2,1,5,2,3,2,1,2,2,5,4,3,1,2,3,5,2,2,2,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,52,2
0,21,2,3,4,4,4,4,4,5,4,5,5,2,2,1,2,3,3,3,4,3,3,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,70,3
0,19,4,4,3,1,1,2,1,2,4,1,1,1,2,1,5,5,5,4,5,5,4,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,61,3
1,21,4,3,4,2,2,3,3,4,3,2,2,2,3,4,3,4,2,2,3,4,2,3,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,61,3
0,21,2,1,2,2,3,4,4,1,4,4,1,1,2,3,2,2,2,2,1,3,3,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,49,2
0,22,4,4,2,1,2,2,2,1,1,1,1,1,5,5,5,5,5,5,5,5,2,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,64,3
0,20,2,1,2,2,4,2,3,5,2,1,5,4,3,3,1,3,3,1,3,5,4,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,59,2
1,20,2,2,2,2,3,4,5,5,5,4,5,4,4,2,4,3,2,3,4,5,2,4,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,72,3
0,21,2,3,2,2,3,4,5,1,1,3,2,1,2,1,2,2,3,2,3,2,3,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,49,2
1,19,4,3,3,3,3,4,5,3,2,3,1,1,3,2,2,2,1,1,3,4,3,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,56,2
1,20,4,3,4,2,4,4,2,4,4,4,2,3,2,4,2,1,1,3,1,2,1,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,57,2
0,20,4,4,2,2,1,4,5,3,1,3,1,1,1,5,3,1,1,4,4,3,2,3,5,Eustress (Positive Stress) - Stress that motivates and enhances performance.,55,2
0,19,1,3,2,5,5,5,5,5,5,5,1,4,2,3,1,1,1,2,2,1,2,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,61,3
1,22,2,2,3,3,1,5,5,1,2,1,4,3,3,2,1,1,1,2,2,2,4,2,5,Eustress (Positive Stress) - Stress that motivates and enhances performance.,50,2
0,19,4,4,1,3,4,2,1,2,2,3,2,1,2,3,4,2,2,3,5,5,2,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,57,2
0,20,2,3,2,1,2,2,4,2,5,2,2,3,5,3,1,1,1,2,3,2,2,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,50,2
0,19,2,1,2,2,3,3,1,2,2,3,4,3,3,4,2,2,3,2,2,2,2,2,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.,50,2
0,20,3,4,3,2,2,2,1,2,3,2,1,1,2,1,2,5,2,2,4,4,4,4,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.,52,2
0,20,2,3,3,5,5,3,1,1,1,1,2,1,1,4,2,2,3,4,3,2,4,4,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,53,2
0,21,3,3,3,1,1,2,2,3,4,3,2,3,2,3,2,3,2,1,4,4,4,3,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.,55,2
0,15,4,3,2,3,4,1,2,3,3,2,3,3,3,3,1,1,1,2,5,4,3,3,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.,56,2
0,17,4,3,5,3,4,2,3,2,2,3,2,2,3,4,3,4,3,2,3,2,2,5,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,61,3
1,21,2,2,1,4,4,4,1,1,1,1,3,2,1,2,3,3,2,3,3,3,2,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,48,2
0,18,4,2,3,3,2,2,3,4,3,4,4,3,3,2,2,2,3,2,3,4,1,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,59,2
0,21,2,2,2,4,4,4,2,1,2,1,1,2,1,5,1,1,1,3,3,2,1,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,45,2
0,20,3,2,2,2,2,1,1,3,2,3,1,2,2,5,4,3,4,4,2,3,4,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,55,2
0,20,3,4,4,2,3,1,1,1,1,5,4,1,1,5,1,2,1,1,4,3,1,4,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,49,2
0,19,3,2,2,5,4,3,1,1,2,1,3,1,2,5,3,2,3,1,1,1,2,5,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,48,2
0,28,4,5,4,3,3,4,4,3,3,2,3,3,3,2,1,1,5,4,4,3,2,5,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,66,3
0,18,1,1,1,4,3,3,1,3,3,1,1,2,1,5,1,2,1,3,1,1,1,1,1,No Stress - Currently experiencing minimal to no stress.,40,2
0,19,1,2,1,4,4,2,4,3,2,3,1,2,2,3,4,1,1,3,2,2,2,4,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,49,2
0,19,4,2,2,5,4,3,4,3,2,2,4,1,1,1,2,3,2,4,1,1,1,1,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.,52,2
0,19,3,4,3,3,2,1,1,1,2,5,1,1,1,1,2,1,1,5,1,5,3,5,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,47,2
0,20,3,2,2,3,2,4,3,3,2,4,4,4,2,2,3,4,2,3,2,3,5,3,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.,62,3
1,20,2,2,1,3,4,4,1,3,3,2,1,1,1,1,2,3,3,2,3,3,3,5,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,48,2
1,18,3,3,4,3,2,1,2,5,4,3,1,2,2,3,2,1,2,3,5,5,4,4,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,60,2
0,20,4,4,4,4,4,2,2,3,2,3,4,2,5,2,2,3,5,3,4,2,2,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.,66,3
0,21,2,3,1,5,4,2,1,3,2,3,1,2,2,3,4,3,3,4,2,2,2,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.,54,2
